카테고리리,상품명,번역된 상품명,가격,image_url
おにぎり,北海道十勝産小豆　赤飯おこわ,Hokkaido Tokachi의 붉은 쌀 콩,181,https://www.lawson.co.jp/recommend/original/detail/img/l777928.jpg
おにぎり,たっぷり食物繊維が摂れる　枝豆と塩昆布おにぎり(国産もち麦入り),에다메와 소금에 절인 켈프 쌀 공은식이 섬유를 많이 가져 오는 (국내에서 생산 된 모키 보리와 함께),171,https://www.lawson.co.jp/recommend/original/detail/img/l777929.jpg
おにぎり,たっぷり食物繊維が摂れる　梅しそごはんおにぎり(国産もち麦入り),자두 Shisogo Rice Onigiri (국내에서 생산 된 멍청한 보리)는식이 섬유를 충분히 제공합니다.,171,https://www.lawson.co.jp/recommend/original/detail/img/l777930.jpg
おにぎり,おにぎり2個入り(鮭・おかか),おにぎり2個入り(鮭・おかか),279,https://www.lawson.co.jp/recommend/original/detail/img/l777424.jpg
おにぎり,おにぎりおかずセット(シーチキン®マヨネーズ・鮭),"Onigiri 반찬 세트 (Sei Chicken® Mayonnaise, Salmon)",419,https://www.lawson.co.jp/recommend/original/detail/img/l779933.jpg
お寿司,赤しゃりのにぎり寿司　8貫,Akashiri No Nigiri Sushi 8 조각,754円,https://www.lawson.co.jp/recommend/original/detail/img/l782881.jpg
お寿司,手巻寿司　海老マヨ,손으로 롤링 된 스시 새우 마요네즈,246,https://www.lawson.co.jp/recommend/original/detail/img/l777900.jpg
お寿司,手巻寿司　ねぎとろ,손으로 롤링 된 스시 - 양파 토로,246,https://www.lawson.co.jp/recommend/original/detail/img/l777899.jpg
お寿司,手巻寿司　サーモンマヨ,"손으로 롤링 된 초밥, 연어 마요네즈",246,https://www.lawson.co.jp/recommend/original/detail/img/l777902.jpg
お寿司,手巻寿司　納豆,손으로 롤링 된 스시 나토,203,https://www.lawson.co.jp/recommend/original/detail/img/l769778.jpg
お寿司,もったいない手巻寿司　焼穴子と玉子,젖은 손으로 달린 스시 - 야키고와 계란,225,https://www.lawson.co.jp/recommend/original/detail/img/l780435.jpg
お寿司,もったいない手巻寿司 漬けまぐろ,젖은 손으로 롤링 된 스시 절인 참치,225,https://www.lawson.co.jp/recommend/original/detail/img/l780434.jpg
お寿司,細巻納豆　12巻,"얇은 롤 Natto, 12 권",397,https://www.lawson.co.jp/recommend/original/detail/img/l777910.jpg
お寿司,サラダ巻,샐러드 롤,451,https://www.lawson.co.jp/recommend/original/detail/img/l777906.jpg
お寿司,助六寿司,Sukeroku Sushi,518,https://www.lawson.co.jp/recommend/original/detail/img/l771283.jpg
お寿司,おいなりさん　たけのこ,"Oinari-san, 대나무 싹",192,https://www.lawson.co.jp/recommend/original/detail/img/l777422.jpg
お寿司,いなり　3個入,이나리 3 조각,289,https://www.lawson.co.jp/recommend/original/detail/img/l763539.jpg
お寿司,寿司おかずセット(いなりと筍ちらし),초밥 반찬 세트 (Inari and Bamboo Shot Chirashi),397,https://www.lawson.co.jp/recommend/original/detail/img/l777280.jpg
お寿司,サラダキンパ,샐러드 킨파,397,https://www.lawson.co.jp/recommend/original/detail/img/l780439.jpg
お弁当,タルタルイカフライ弁当,튀긴 오징어 타르타르 벤토,448円,https://www.lawson.co.jp/recommend/original/detail/img/l781372.jpg
お弁当,おにぎり弁当,Onigiri Bento,497,https://www.lawson.co.jp/recommend/original/detail/img/l778875.jpg
お弁当,のり弁当,노리 벤토,497,https://www.lawson.co.jp/recommend/original/detail/img/l779049.jpg
お弁当,二色そぼろ弁当,2 색 다진 벤토,397,https://www.lawson.co.jp/recommend/original/detail/img/l759860.jpg
お弁当,チャーシュー弁当,Char Siu Bento,397,https://www.lawson.co.jp/recommend/original/detail/img/l762913.jpg
お弁当,天かすご飯,튀김 쌀,297,https://www.lawson.co.jp/recommend/original/detail/img/l778874.jpg
お弁当,おかずいろいろ幕の内,다양한 반찬,646,https://www.lawson.co.jp/recommend/original/detail/img/l775609.jpg
お弁当,おかズドン！甘辛鶏唐揚弁当,오카즈 돈!달콤하고 매운 닭고기 프라이드 벤토,599,https://www.lawson.co.jp/recommend/original/detail/img/l778876.jpg
チルド弁当,おろしポン酢で食べる鶏竜田揚げ弁当,치킨 타츠타 튀김 벤츠와 강판 판주,646円,https://www.lawson.co.jp/recommend/original/detail/img/l780447.jpg
チルド弁当,キムチ牛カルビ丼,김치 쇠고기 칼비 그릇,646円,https://www.lawson.co.jp/recommend/original/detail/img/l780448.jpg
チルド弁当,これがのり弁当,이것은 Nori Bento입니다,646,https://www.lawson.co.jp/recommend/original/detail/img/l776015.jpg
チルド弁当,これがチキン南蛮弁当,이것은 치킨 난반 벤토입니다,697,https://www.lawson.co.jp/recommend/original/detail/img/l758162.jpg
チルド弁当,牛丼,쇠고기 그릇,599,https://www.lawson.co.jp/recommend/original/detail/img/l778880.jpg
チルド弁当,ねぎ塩豚カルビ丼(もち麦入りご飯),녹색 양파 소금에 절인 돼지 고기 칼비 그릇 (멍청한 보리 밥),599,https://www.lawson.co.jp/recommend/original/detail/img/l784012.jpg
チルド弁当,高知県産生姜の豚生姜焼弁当,코치 현 생강 구이 벤토,697,https://www.lawson.co.jp/recommend/original/detail/img/l776016.jpg
チルド弁当,ヨード卵・光®のロースかつ丼,요오드 계란과 Hikari® 허리 커틀 그릇,697,https://www.lawson.co.jp/recommend/original/detail/img/l784011.jpg
チルド弁当,ボルドー産赤ワイン仕立てのデミソースハンバーグ弁当,보르도에서 레드 와인으로 만든 데미 사우스 햄버거 벤토,697,https://www.lawson.co.jp/recommend/original/detail/img/l778879.jpg
チルド弁当,牛カルビスパイスカレー,쇠고기 칼비 스파이스 카레,697,https://www.lawson.co.jp/recommend/original/detail/img/l775767.jpg
チルド弁当,グリル満天星お墨付き　オムライス,구운 맨텐 스타 오믈렛 라이스,697,https://www.lawson.co.jp/recommend/original/detail/img/l771799.jpg
チルド弁当,よくばり合体メシ　炒飯＆中華風焼そば,볶음밥과 중국식 튀긴 국수의 맛있는 조합,743,https://www.lawson.co.jp/recommend/original/detail/img/l780842.jpg
チルド弁当,よくばり合体メシ　オムライス＆ナポリタン,오믈렛 쌀과 나폴리의 맛있는 조합,743,https://www.lawson.co.jp/recommend/original/detail/img/l775757.jpg
サンドイッチ・ロールパン,クラブハウスサンド,클럽 하우스 모래,430円,https://www.lawson.co.jp/recommend/original/detail/img/l781378.jpg
サンドイッチ・ロールパン,いちごクリームサンド,딸기 크림 샌드위치,322円,https://www.lawson.co.jp/recommend/original/detail/img/l781588.jpg
サンドイッチ・ロールパン,たまごサンド,계란 샌드위치,279,https://www.lawson.co.jp/recommend/original/detail/img/l781375.jpg
サンドイッチ・ロールパン,ツナたまごサンド,참치 계란 샌드위치,289,https://www.lawson.co.jp/recommend/original/detail/img/l780444.jpg
サンドイッチ・ロールパン,ハムたまごサンド,햄 달걀 샌드위치,376,https://www.lawson.co.jp/recommend/original/detail/img/l740911.jpg
サンドイッチ・ロールパン,ミックスサンド,혼합 모래,333,https://www.lawson.co.jp/recommend/original/detail/img/l778400.jpg
サンドイッチ・ロールパン,野菜ミックスサンド,야채 혼합 샌드위치,354,https://www.lawson.co.jp/recommend/original/detail/img/l778883.jpg
サンドイッチ・ロールパン,ポテトサラダサンド,감자 샐러드 샌드위치,297,https://www.lawson.co.jp/recommend/original/detail/img/l778881.jpg
サンドイッチ・ロールパン,レタスサンド,양상추 샌드위치,333,https://www.lawson.co.jp/recommend/original/detail/img/l757803.jpg
サンドイッチ・ロールパン,ハムサンド,햄 샌드위치,343,https://www.lawson.co.jp/recommend/original/detail/img/l775769.jpg
サンドイッチ・ロールパン,ハムチーズたまごサンド,햄 치즈 에그 샌드위치,365,https://www.lawson.co.jp/recommend/original/detail/img/l778403.jpg
サンドイッチ・ロールパン,ハムカツサンド,햄 커틀릿 샌드위치,365,https://www.lawson.co.jp/recommend/original/detail/img/l757806.jpg
サンドイッチ・ロールパン,チキンカツサンド,치킨 커틀릿 샌드위치,419,https://www.lawson.co.jp/recommend/original/detail/img/l757804.jpg
サンドイッチ・ロールパン,照焼チキンたまごサンド,테루야키 치킨 달걀 샌드위치,354,https://www.lawson.co.jp/recommend/original/detail/img/l781374.jpg
サンドイッチ・ロールパン,フルーツミックスサンド,과일 혼합 샌드위치,408円,https://www.lawson.co.jp/recommend/original/detail/img/l780446.jpg
サンドイッチ・ロールパン,ハムたまごBOX,햄 달걀 상자,354,https://www.lawson.co.jp/recommend/original/detail/img/l781376.jpg
サンドイッチ・ロールパン,たまご焼BOX,계란 야키 박스,343円,https://www.lawson.co.jp/recommend/original/detail/img/l780445.jpg
サンドイッチ・ロールパン,ヒレカツBOX,핀 커틀릿 상자,462,https://www.lawson.co.jp/recommend/original/detail/img/l754457.jpg
サンドイッチ・ロールパン,ROLLサンド　生ハムマスカルポーネ,롤 모래 Prosciutto Mascarpone,376,https://www.lawson.co.jp/recommend/original/detail/img/l780440.jpg
サンドイッチ・ロールパン,ROLLサンド　BLT,롤 샌드 빌트,376,https://www.lawson.co.jp/recommend/original/detail/img/l780441.jpg
サンドイッチ・ロールパン,ホットドッグ,핫도그,235,https://www.lawson.co.jp/recommend/original/detail/img/l778401.jpg
サンドイッチ・ロールパン,チーズバーガー,치즈 버거,268,https://www.lawson.co.jp/recommend/original/detail/img/l754531.jpg
サンドイッチ・ロールパン,バターソースとふわふわパンケーキ,버터 소스를 곁들인 푹신한 팬케이크,257,https://www.lawson.co.jp/recommend/original/detail/img/l770976.jpg
サンドイッチ・ロールパン,ピザロール　クアトロフォルマッジ,피자 롤 Quattro Shumpudge,297,https://www.lawson.co.jp/recommend/original/detail/img/l763204.jpg
サンドイッチ・ロールパン,ピザロール　ベーコン＆チーズ,피자 롤 베이컨 & 치즈,297,https://www.lawson.co.jp/recommend/original/detail/img/l763205.jpg
サンドイッチ・ロールパン,ピザロール　あらびきウインナー2本,피자 롤 -2 Arabiki Wieners,365,https://www.lawson.co.jp/recommend/original/detail/img/l763203.jpg
サンドイッチ・ロールパン,ピザロール　ハム＆チーズ,피자 롤 햄 & 치즈,257,https://www.lawson.co.jp/recommend/original/detail/img/l763202.jpg
サンドイッチ・ロールパン,ピザロール　マルゲリータ,피자 롤 마르 게리타,257,https://www.lawson.co.jp/recommend/original/detail/img/l763201.jpg
ベーカリー,バゲットクロワッサン　たまご,바게트 크루아상 계란,181円,https://www.lawson.co.jp/recommend/original/detail/img/l781542.jpg
ベーカリー,バゲットクロワッサン　おいも,바게트 크루아상 고구마,160円,https://www.lawson.co.jp/recommend/original/detail/img/l781541.jpg
ベーカリー,シュガーバターフランス,설탕 버터 프랑스,160円,https://www.lawson.co.jp/recommend/original/detail/img/l781540.jpg
ベーカリー,レーズンフランス　4枚入,건포도 프랑스 4 조각,181円,https://www.lawson.co.jp/recommend/original/detail/img/l781544.jpg
ベーカリー,紅はるかのおいも蒸しパン　4個入,"Beni Haruka의 Oimo 찐 빵, 4 조각",203円,https://www.lawson.co.jp/recommend/original/detail/img/l781543.jpg
ベーカリー,ふわサクっ！メロンパン,푹신하고 바삭하게!멜론 빵,138,https://www.lawson.co.jp/recommend/original/detail/img/l782072.jpg
ベーカリー,じゅわバタ塩メロンパン,소금에 절인 멜론 빵,160,https://www.lawson.co.jp/recommend/original/detail/img/l778356.jpg
ベーカリー,チョコメロンパン　角切りチョコ＆チョコホイップ,초콜릿 멜론 빵 - 젓가락 및 초콜릿 채찍,171,https://www.lawson.co.jp/recommend/original/detail/img/l781854.jpg
ベーカリー,つぶあんぱん,욕조 팬,138,https://www.lawson.co.jp/recommend/original/detail/img/l778199.jpg
ベーカリー,もっちドーナツ(こしあん),모치 도넛 (코시안),138,https://www.lawson.co.jp/recommend/original/detail/img/l755342.jpg
ベーカリー,もっちりとしたドーナツ　チョコ＆いちご　2個入,"질긴 도넛, 초콜릿 및 딸기, 2 조각으로 포장",181円,https://www.lawson.co.jp/recommend/original/detail/img/l782365.jpg
ベーカリー,牛乳仕込みのザクっとチュロッキー,우유로 만든 바삭 바삭한 churlock,138,https://www.lawson.co.jp/recommend/original/detail/img/l765584.jpg
ベーカリー,デニッシュドーナツ,덴마크 도넛,138,https://www.lawson.co.jp/recommend/original/detail/img/l776403.jpg
ベーカリー,ツイストドーナツ　カスタード＆ホイップ,도넛 커스터드 & 채찍 트위스트,149,https://www.lawson.co.jp/recommend/original/detail/img/l771011.jpg
ベーカリー,チョコクロワッサン,초콜릿 크로와상,160,https://www.lawson.co.jp/recommend/original/detail/img/l768310.jpg
ベーカリー,ダブルホイップクロワッサン,이중 채찍 크루아상,160,https://www.lawson.co.jp/recommend/original/detail/img/l780171.jpg
ベーカリー,バター香るパンスイス　チョコ＆カスタード,버터 빵 스위스 초콜릿과 커스터드,171,https://www.lawson.co.jp/recommend/original/detail/img/l775561.jpg
ベーカリー,バター香るパンスイス　抹茶＆あずき,버터 빵 스위스 말차 및 아즈키,171,https://www.lawson.co.jp/recommend/original/detail/img/l779674.jpg
ベーカリー,バター香るクイニーアマン,버터 퀴니 아만,149,https://www.lawson.co.jp/recommend/original/detail/img/l777553.jpg
ベーカリー,スイートポテト＆アップルパイ,고구마와 사과 파이,160,https://www.lawson.co.jp/recommend/original/detail/img/l780179.jpg
ベーカリー,十勝バターとたまごの旨じゅわフレンチトースト,도카치 버터와 달걀 맛있는 프렌치 토스트,149,https://www.lawson.co.jp/recommend/original/detail/img/l757104.jpg
ベーカリー,シュガーマーガリンブレッド,설탕 마가린 빵,138,https://www.lawson.co.jp/recommend/original/detail/img/l774505.jpg
ベーカリー,ふんわりコッペ　苺ジャム＆マーガリン,푹신한 Coppe Strawberry Jam과 Margarine,149,https://www.lawson.co.jp/recommend/original/detail/img/l779382.jpg
ベーカリー,ふんわりコッペ　あんこ＆マーガリン,푹신한 코프 콩 페이스트와 마가린,149,https://www.lawson.co.jp/recommend/original/detail/img/l779383.jpg
ベーカリー,白いふわふわパン　チョコクリーム,흰색 푹신한 빵 초콜릿 크림,149,https://www.lawson.co.jp/recommend/original/detail/img/l773058.jpg
ベーカリー,もっちチョコパン,모키 초콜릿 빵,127,https://www.lawson.co.jp/recommend/original/detail/img/l764359.jpg
ベーカリー,ふわもちパンケーキ　メープル＆マーガリン　2個入,"푹신한 팬케이크, 단풍 나무 및 마가린, 2 조각",127,https://www.lawson.co.jp/recommend/original/detail/img/l755714.jpg
ベーカリー,いちごクレープケーキ,딸기 크레페 케이크,160,https://www.lawson.co.jp/recommend/original/detail/img/l779839.jpg
ベーカリー,ふんわりたまご蒸しケーキ,푹신한 찐 계란 케이크,138,https://www.lawson.co.jp/recommend/original/detail/img/l770949.jpg
ベーカリー,国産小麦のふわふわたまごシフォンケーキ,국내 밀로 만든 푹신한 계란 시폰 케이크,160円,https://www.lawson.co.jp/recommend/original/detail/img/l779853.jpg
ベーカリー,濃厚ミルクフランス　北海道産練乳・生クリーム使用,풍부한 우유 프랑스,160,https://www.lawson.co.jp/recommend/original/detail/img/l767417.jpg
ベーカリー,Ｌチキバンズ,L 키키 밴드,84円,https://www.lawson.co.jp/recommend/original/detail/img/l781250.jpg
ベーカリー,牛肉入りカレーパン,쇠고기를 곁들인 카레 빵,149,https://www.lawson.co.jp/recommend/original/detail/img/l756536.jpg
ベーカリー,半熟卵入りカレーパン,반 굽은 계란을 곁들인 카레 빵,214,https://www.lawson.co.jp/recommend/original/detail/img/l775565.jpg
ベーカリー,てりやきハンバーガー,테리야키 햄버거,192,https://www.lawson.co.jp/recommend/original/detail/img/l759998.jpg
ベーカリー,はみでるバーガーメンチカツ,Hamideru Burger Menchi Cutlet,203,https://www.lawson.co.jp/recommend/original/detail/img/l748644.jpg
ベーカリー,牛肉入りコロッケパン,쇠고기를 곁들인 크로켓 빵,181,https://www.lawson.co.jp/recommend/original/detail/img/l764358.jpg
ベーカリー,具！パン　あふれるコーンマヨ,재료!빵 : 넘쳐나는 옥수수 마요네즈,300,https://www.lawson.co.jp/recommend/original/detail/img/l779837.jpg
ベーカリー,具！パン　ハムカツ＆焼きそば,"재료!빵, 햄 커틀 및 튀긴 국수",300,https://www.lawson.co.jp/recommend/original/detail/img/l779384.jpg
ベーカリー,焼きそばパン,야키소바 빵,171,https://www.lawson.co.jp/recommend/original/detail/img/l778089.jpg
ベーカリー,塩焼きそばパン,소금에 절인 튀긴 국수 빵,171,https://www.lawson.co.jp/recommend/original/detail/img/l771130.jpg
ベーカリー,あらびきウインナー＆カレー,Arabiki Wiener & Curry,171,https://www.lawson.co.jp/recommend/original/detail/img/l747086.jpg
ベーカリー,あらびきポークフランクロール,아라비드 돼지 고기 측면 롤,181,https://www.lawson.co.jp/recommend/original/detail/img/l739812.jpg
ベーカリー,あらびきチョリソーパン,아라비키 쵸 리조 팬,160,https://www.lawson.co.jp/recommend/original/detail/img/l779851.jpg
ベーカリー,あらびきソーセージパン,아라비키 소시지 빵,149,https://www.lawson.co.jp/recommend/original/detail/img/l769019.jpg
ベーカリー,こんがりチーズのベーコンマヨネーズ,베이컨 마요네즈와 황금 치즈,149,https://www.lawson.co.jp/recommend/original/detail/img/l758235.jpg
ベーカリー,こんがりコーンマヨネーズパン,황금 옥수수 마요네즈 빵,171,https://www.lawson.co.jp/recommend/original/detail/img/l770546.jpg
ベーカリー,こんがりチーズのハムデニッシュ,치즈 햄 다니쉬,171,https://www.lawson.co.jp/recommend/original/detail/img/l761232.jpg
ベーカリー,とろ〜りチーズパン,치즈 빵을 녹입니다,203,https://www.lawson.co.jp/recommend/original/detail/img/l778200.jpg
ベーカリー,もっちりとしたハムチーズパン,chewy 햄과 치즈 빵,127,https://www.lawson.co.jp/recommend/original/detail/img/l770196.jpg
ベーカリー,ごろっとたまごピザトースト,롤 에그 피자 토스트,214,https://www.lawson.co.jp/recommend/original/detail/img/l778809.jpg
ベーカリー,バター香る塩パン,버터 소금에 절인 빵,149,https://www.lawson.co.jp/recommend/original/detail/img/l770365.jpg
ベーカリー,追いバターポテトフランス,버터 감자 프랑스,192,https://www.lawson.co.jp/recommend/original/detail/img/l782451.jpg
ベーカリー,追いバター明太フランス,구조 버터 mentai 프랑스,192,https://www.lawson.co.jp/recommend/original/detail/img/l782450.jpg
ベーカリー,NL　ブランパン　2個入　〜乳酸菌入〜,NL Blancpain 2 조각 - 젖산 박테리아 포함,149,https://www.lawson.co.jp/recommend/original/detail/img/l768916.jpg
ベーカリー,NL　ブランパン　4個入　〜乳酸菌入〜,NL Blancpain 4 조각 - 젖산 박테리아 포함,279,https://www.lawson.co.jp/recommend/original/detail/img/l768917.jpg
ベーカリー,NL　ブラン入り食パン　4枚入　〜乳酸菌入〜,"NL Blanc 빵, 4 조각 - 젖산 박테리아 포함",189,https://www.lawson.co.jp/recommend/original/detail/img/l742619.jpg
ベーカリー,NL　もちもちとしたマーガリンサンド　2個入,NL -2 Chewy Margarine 샌드위치,149,https://www.lawson.co.jp/recommend/original/detail/img/l757427.jpg
ベーカリー,NL　もちもちとした白いパン　ハム＆チーズ　2個入,"NL -2 질긴 흰 빵, 햄과 치즈",149,https://www.lawson.co.jp/recommend/original/detail/img/l757429.jpg
ベーカリー,NL　もちもちとしたパン　チーズクリーム＆ダブルベリー　2個入,NL 소프트 빵 치즈 크림 및 더블 베리 2 조각,171,https://www.lawson.co.jp/recommend/original/detail/img/l757426.jpg
ベーカリー,NL　バランスサポートブレッド　チョコ＆バナナ　2個入,NL 밸런스 지원 빵 초콜릿 및 바나나 2 조각,192,https://www.lawson.co.jp/recommend/original/detail/img/l764601.jpg
ベーカリー,味わいの食パン　6枚入,6 조각의 빵,138,https://www.lawson.co.jp/recommend/original/detail/img/l772282_3.jpg
ベーカリー,香り豊かなもっちりとした食パン　6枚入,"향기롭고 질긴 빵, 6 조각",173,https://www.lawson.co.jp/recommend/original/detail/img/l752465_1.jpg
ベーカリー,香り豊かなもっちりとした食パン　8枚入,"향기롭고 질긴 빵, 8 조각",173,https://www.lawson.co.jp/recommend/original/detail/img/l752478_1.jpg
ベーカリー,そのまま食べて欲しい　贅沢食パン　4枚,당신이 먹고 싶은 고급스러운 빵 4 조각,408,https://www.lawson.co.jp/recommend/original/detail/img/l693989.jpg
ベーカリー,そのまま食べて欲しい　贅沢食パン　2枚,그대로 먹고 싶은 고급 빵 두 개,225,https://www.lawson.co.jp/recommend/original/detail/img/l693988.jpg
ベーカリー,国産小麦のバターロール　4個入,4에 포장 된 국내 밀 버터 롤,149,https://www.lawson.co.jp/recommend/original/detail/img/l778093.jpg
ベーカリー,国産小麦のマーガリン入りバターロール　4個入,4에 포장 된 국내 밀 마가린 버터 롤,160,https://www.lawson.co.jp/recommend/original/detail/img/l778095.jpg
ベーカリー,国産小麦のマーガリン入りレーズンバターロール　4個入,"국내 밀 마가린을 곁들인 건포도 버터 롤, 4 조각으로 포장",181,https://www.lawson.co.jp/recommend/original/detail/img/l778094.jpg
ベーカリー,ピザチーズパン　4個入,4로 포장 된 피자 치즈 빵,214,https://www.lawson.co.jp/recommend/original/detail/img/l772291.jpg
ベーカリー,ハムマヨデニッシュ　4個入,Ham Mayo Danish 4 조각,235円,https://www.lawson.co.jp/recommend/original/detail/img/l782600.jpg
ベーカリー,もっちりとしたチョコパン　4個入,"질긴 초콜릿 빵, 4 조각",181,https://www.lawson.co.jp/recommend/original/detail/img/l764361.jpg
ベーカリー,つぶあんぱん　4個入,콩 페이스트 4 조각,171,https://www.lawson.co.jp/recommend/original/detail/img/l779848.jpg
ベーカリー,クリームパン　4個入,크림 빵 4 조각,160,https://www.lawson.co.jp/recommend/original/detail/img/l781598.jpg
ベーカリー,苺ジャムパン　4個入,"딸기 잼 빵, 4 조각",160,https://www.lawson.co.jp/recommend/original/detail/img/l779846.jpg
ベーカリー,角切りりんごのデニッシュ　4個入,4 인용 사과 덴마크 팩,181,https://www.lawson.co.jp/recommend/original/detail/img/l762721.jpg
ベーカリー,バター香るスナックスティック　6本入,"버터 스낵 스틱, 6 조각",138,https://www.lawson.co.jp/recommend/original/detail/img/l775566.jpg
ベーカリー,チョコチップスナック　6本入,"초콜릿 칩 스낵, 6 병",138,https://www.lawson.co.jp/recommend/original/detail/img/l775567.jpg
ベーカリー,さっくり食感のバタースティックパイ　4本入,4로 포장 된 바삭한 버터 스틱 파이,181,https://www.lawson.co.jp/recommend/original/detail/img/l767959.jpg
ベーカリー,十勝バターのスティック　4本入,"토카치 버터 스틱, 4 팩",160,https://www.lawson.co.jp/recommend/original/detail/img/l781766.jpg
ベーカリー,チョコチップスコーン　4個入,초콜릿 칩 스콘 4 조각,235,https://www.lawson.co.jp/recommend/original/detail/img/l778198.jpg
ベーカリー,発酵バターのパンケーキ　8枚入,8 개 조각으로 포장 된 발효 버터 팬케이크,235,https://www.lawson.co.jp/recommend/original/detail/img/l778810.jpg
