product_name,translated_name,price,img_url
サクッとチキン（極濃バタ?しょうゆ味）,바삭한 닭고기 (매우 두꺼운 버터 간장 맛),167円（??180.36円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150533/B6DD455DAF584BF0181F3404E78EBA47.jpg
お店で揚げたよこすか海軍カレ?パン,요코스카 해군 카레 빵,184円（??198.72円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/150537/727C40EC8DFE0F713908331DEB0DC7F5.jpg
カゴメ　夏のフル?ツこれ１本　パイン＆シトラスレモンブレンド,Kagome -1 개 여름 과일 - 소나무 및 감귤 레몬 블렌드,118円（??127.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/210715/D9058E2319E503599C1E41DCA9DD0C0C.jpg
日?ヨ?ク　華や香くだもの　梨水　９００ｍｌ,"Nissin York, 향기 과일, 배수, 900ml",128円（??138.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/210196/3645E3F3261420AAD09FD210EF647375.jpg
世界のキッチンからライムソルト５００ｍｌ,전 세계 부엌에서 500ml의 석회 소금,163円（??176.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/460523/87E35AD7CB93374D2C544CB5AE9833A5.jpg
カルピス　北海道生クリ?ムのプリン風４７０ｍｌ,Calpis Hokkaido 신선한 크림 푸딩 스타일 470ml,170円（??183.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/460445/B6FA2CF21BE3A5FBCC56199D7F737AAC.jpg
リプトン　極ミントミルクティ?,Lipton Extreme Mint Milk Tea,180円（??194.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/210742/1F8B5E7E4EFAC78A7411818809B74EDD.jpg
ＵＣＣ　スペシャルティコ?ヒ?ブレンド２７５ｇ,UCC 특수 커피 블렌드 275G,198円（??213.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/460453/C67299FE45B4DB311D35DFDE85F69B37.jpg
贅?搾りプレミアム　　ぶどう　３５０ｍｌ,고급 스퀴즈 프리미엄 포도 350ml,187円（??205.70円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/031762/CF46EA409CDD29F4271A97C6C5F1E09F.jpg
贅?搾りプレミアム　　マスカット　３５０ｍｌ,럭셔리 압착 프리미엄 무스카트 350ml,187円（??205.70円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/031761/8F942482C558BBE8F91B804F578C028F.jpg
贅?搾りプレミアム　　トマト　３５０ｍｌ,고급 스퀴즈 프리미엄 토마토 350ml,187円（??205.70円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/031760/69FA8D895207CC6C41BD45436926E46E.jpg
贅?搾りプレミアム　みかんテイスト　３５０ｍｌ,고급 스퀴즈 프리미엄 만다린 맛 350ml,187円（??205.70円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/031753/4049097E418E1BD27C7BAB6396E94AC9.jpg
７プレミアム　どら?,7 프리미엄 도라야키,168円（??181.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/310528/CFE8C2E9734767A43E636AA7DB53A461.jpg
７プレミアム　大粒栗まんじゅう,7 프리미엄 큰 밤나무 만주,178円（??192.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/310934/1EE6DB1B52A7F4AB1CBF74489DADED2C.jpg
７プレミアム　もちサブレ,7 프리미엄 Mochi Sable,288円（??311.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/310932/9DA9FC47B6C34600311B75875F71A8FE.jpg
７プレミアム　むぎゅっと押し出す水ようかん,7 프리미엄 : 밀려 나가는 워터 요칸,198円（??213.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/310265/907325C616CAB1F8063C684A88F2983F.jpg
７プレミアム　水羊羹,7 프리미엄 미즈 요칸,158円（??170.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/310031/2D412BEAF99D74A331851D2DDC56C736.jpg
７プレミアム　小豆最中,7 프리미엄 Azuki Beans Monchu,93円（??100.44円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/310446/B5D226FE7A66A43C1438E6F54AB7186F.jpg
７プレミアム　ぷるるん食感?みつわらび?,7 프리미엄 통통한 텍스처 블랙 미츠와 라비 모치,198円（??213.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/310662/DFF8CA9E4D09C3BF4C5E0052D82EE6E2.jpg
７プレミアム　ぷるるん食感水わらび白桃,7 프리미엄 소프트 텍스처 워터와 라비 화이트 복숭아,198円（??213.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/310632/08673E21A539488BA74282240B86EA48.jpg
７プレミアム　ふわころ,7 프리미엄 푹신한,138円（??149.04円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/311058/FA785D7354448F4757D1D93B92778762.jpg
７プレミアム　きんつば,7 프리미엄 Kintsuba,158円（??170.64円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/310531/9993E06D29A26252E66E192AB5139C8E.jpg
全?農協食品　ニッポンエ?ル　埼玉?産あまりん?グミ,"National Agriculture Cooperative Foods Nippon Ale, 사이타마 현의 딸기 구미",178円（??192.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/323855/499E6381889BF04C382879C27E002A12.jpg
全?農協食品　ニッポンエ?ル　埼玉?産彩玉梨グミ,"National Agriculture Cooperative Foods Nippon Ale, Saitama Perfecture 's Saidama Pear Gummy",178円（??192.24円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/323854/A376D1DD2A953CD6247DA51238F55D6C.jpg
カンロ　ピュレリング,칸로 퍼링,180円（??194.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/321163/37B99DA63E5506E887C6379DCD28891F.jpg
ハリボ?　ゴ?ルドベア　ミックスベリ?,Haribo Gold Bear 혼합 베리,198円（??213.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/320437/8EDE9F147B7D3140787466E22238876D.jpg
味?糖　忍者めし　梅かつお,미카 쿠토 닌자 식사 자두 카타마,125円（??135円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/320197/D8FD6CEC35856B182DBB87CCF916C0FA.jpg
ノ?ベル製菓　男梅シ?ト,노벨 과자 남자의 매실 시트,200円（??216円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/321223/857EA5CFF8B0ED00EA8AB3CCCFB542DB.jpg
ノ?ベル製菓　コ?ラの塊,노벨 과자 - 콜라 덩어리,198円（??213.84円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/320751/4D945112B12A4A24B0FA8B4F2DA003E6.jpg
不二家　パラソルチョコレ?ト,후지야 파라솔 초콜릿,70円（??75.60円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/321327/CEEBC9C6E3AF385F1618775FA3890ED5.jpg
グリコ　ビスコ　ミニパック,글리코 비스코 미니 팩,60円（??64.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/320194/4143F1EA8759CADAF6B0C2CA3F129C9A.jpg
グリコ　ビスコ　ミニパック　?酵バタ?,Glico Bisco 미니 팩 발효 버터,60円（??64.80円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/322445/DD38B66D25E5858BEDD93A6C871FF499.jpg
不二家　ミルキ?　シャインマスカットのパルフェ　袋,후지야 밀키 광택 무스카트 파르페 가방,240円（??259.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/321287/A864AA0DB7F1A2269D2CC3EA187D0245.jpg
ノ?ベル製菓　男梅ソフトキャンデ?,노벨 과자 오토 쿠미 소프트 캔디,150円（??162円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/320428/A1236C1E97BF720C81A0C04D7ACAC94D.jpg
味?糖　味?糖のど飴らぶい?ず　ハニ?レモン　小袋,Ajikakuto Ajikakuto Thrat Lotion Lovezu 꿀 레몬 작은 가방,125円（??135円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/320976/D46D6B6188C7F2CD2AF5383D206DA20D.jpg
フルタ製菓　チョコエッグキッズ　はたらく細胞,푸루타 제과 초콜릿 달걀 아이 세포에서 직장,200円（??216円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/742599/83A50E6BA4A7CC20E9FBCE0470FED07E.jpg
グリコ　ビスコ?酵バタ?,Glico Bisco 발효 버터,156円（??168.48円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/322467/6DF69FC89A3D1451F59B7C4E9D59CAD8.jpg
不二家　カントリ?マアムチップス　?バニラ　パウチ,Fujiya Countryma Am 칩 소금에 절인 바닐라 파우치,150円（??162円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/322453/994C179E296EBD0E9262764505406BE3.jpg
グリコ　ビスコ,글리코 비스코,156円（??168.48円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/321315/4A838A220DD742EAA26CDA0952CDC9AC.jpg
不二家　カントリ?マアムチップス　ビタ?チョコ　パウチ,Fujiya Countryma Am Chips 쓴 초콜릿 파우치,150円（??162円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/320318/57A97BB97A2BF6C0DCCCB084DD2424C0.jpg
ギンビス　ギンザワッフル蜂蜜＆チ?ズ,Ginbis Ginza Waffle Honey & Cheese,140円（??151.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/322436/C0CD881A8DBE54A691781CFAEF22558B.jpg
ギンビス　ギンザワッフルキャラメル,Ginbis Ginza 와플 카라멜,140円（??151.20円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/322198/1E9D9335FF7962F983770F8CD3E4B695.jpg
ヤマザキビスケット　ピコラ甘熟王バナナ味,Yamazaki 비스킷 Picola Amarijuu King Banana 맛,130円（??140.40円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/320425/5A22F4B29A063F0BBD0912CBCC38BBED.jpg
ヤマザキビスケット　チョコミン?のザクザククランチ,Yamazaki 비스킷 Chocomin 파티의 크런치,200円（??216円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/320385/D87E9A379FDC90DABFE91E7A541E4984.jpg
セブンプレミアム　チョコっとラムネ　マスカット風味,7 개의 프리미엄 Chocot Ramune Muscat 맛,100円（??108円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/322493/3C21519228F6624C3ACAAF0462B01843.jpg
セブンプレミアム　チョコっとラムネ　パイナップル風味,7 개의 프리미엄 Chocot Ramune 파인애플 맛,100円（??108円）,https://img-afd.7api-01.dp1.sej.co.jp/item-image/321439/A29BB88DBF49AB00F15DE2B95DF10BC6.jpg
